,かかる,to take (eg time; money)
,かぎ,key/s
書く,かく,to write
学生,がくせい,student
～か月,～かげつ,(number of) months
,かける,to put on (eg glasses)
,かける,to dial/call (eg phone)
傘,かさ,umbrella
貸す,かす,to lend
風,かぜ,wind;breeze
風邪,かぜ,cold;illness
方,かた,person
家族,かぞく,family
片仮名,かたかな,katakana
～月,～がつ,month of year
学校,がっこう,school
,カップ,cup
家庭,かてい,home;household
角,かど,corner (e.g. desk)
,かばん,bag;basket
花瓶,かびん,(flower) vase
,かぶる,to wear;to put on (head)
紙,かみ,paper
,カメラ,camera
火曜日,かようび,Tuesday
辛い,からい,spicy;salty
体,からだ,body
借りる,かりる,to borrow;to have a loan
,～がる,feel
軽い,かるい,light;non-serious;minor
,カレー,curry
,カレンダー,calendar
川/河,かわ,river
側,～がわ,～ side
,かわいい,cute;charming
漢字,かんじ,kanji;Chinese character
木,き,tree;wood
黄色,きいろ,yellow
黄色い,きいろい,yellow
消える,きえる,to go out;to vanish
聞く,きく,to hear;to listen;to ask
北,きた,north
,ギター,guitar
汚い,きたない,dirty;messy
喫茶店,きっさてん,coffee lounge
切手,きって,stamp (eg. postage)
切符,きっぷ,ticket
昨日,きのう,yesterday
九,きゅう,nine
牛肉,ぎゅうにく,beef
牛乳,ぎゅうにゅう,milk
今日,きょう,today;this day
教室,きょうしつ,classroom
兄弟,きょうだい,siblings (brothers and sisters)
去年,きょねん,last year
嫌い,きらい,dislike;hate
切る,きる,to cut;to chop
着る,きる,to wear;to put on (from shoulders down)
,きれい,pretty;clean;nice;tidy
,キロ/キログラム,kilo (kilogram)
,キロ/キロメートル,kilo (kilometre)
銀行,ぎんこう,bank
金曜日,きんようび,Friday
九,く,nine
薬,くすり,medicine
,ください,(with te-form verb) please do for me
果物,くだもの,fruit
口,くち,mouth;orifice;opening
靴,くつ,shoes;footwear
靴下,くつした,socks
国,くに,country
曇り,くもり,cloudiness;cloudy weather
曇る,くもる,to become cloudy;to become dim
暗い,くらい,dark;gloomy
,～くらい/ぐらい,approximate (quantity)
,クラス,class
,グラム,gram
来る,くる,to come
車,くるま,car;vehicle
黒,くろ,black
黒い,くろい,black
警官,けいかん,policeman
今朝,けさ,this morning
消す,けす,to erase;to delete;to turn off power
結構,けっこう,nice;enough
結婚,けっこん（する）,marriage
月曜日,げつようび,Monday
玄関,げんかん,entrance-way;entry hall
元気,げんき,health
～個,～こ,counter for small items
五,ご,five
～語,～ご,word;language
公園,こうえん,(public) park
交差点,こうさてん,intersection
紅茶,こうちゃ,black tea
交番,こうばん,police box
声,こえ,voice
,コート,coat
,コーヒー,coffee
,ここ,here;this place
午後,ごご,afternoon;P.M.
九日,ここのか,nine days;the ninth day (of the month)
九つ,ここのつ,nine
午前,ごぜん,morning;A.M.
答える,こたえる,to answer;to reply
,こちら,this eg person; way
,こっち,this eg person; way
,コップ,cup
今年,ことし,this year
言葉,ことば,word
子供,こども,child;children
,この,this
御飯,ごはん,rice (cooked);meal
,コピー・する,to copy
困る,こまる,to be worried;to be bothered
,これ,this
,～ころ/～ごろ,about;approximately (time)
今月,こんげつ,this month
今週,こんしゅう,this week
,こんな,such;like this
今晩,こんばん,tonight;this evening
,さあ,come now; well
～歳,～さい,～years-old
財布,さいふ,wallet
魚,さかな,fish
先,さき,the future;former;previous
咲く,さく,to bloom
作文,さくぶん,composition;writing
差す,さす,to raise (stretch out) hands;to raise (eg umbrella)
～冊,～さつ,counter for books
雑誌,ざっし,magazine
砂糖,さとう,sugar
寒い,さむい,cold (e.g. weather)
さ来年,さらいねん,year after next
,～さん,Mr or Mrs
三,さん,three
散歩,さんぽ（する）,walk;stroll
四,し,four
～時,～じ,time (～ O'clock)
塩,しお,salt
,しかし,however;but
時間,じかん,time
～時間,～じかん,～hours
仕事,しごと,work;occupation;employment
辞書,じしょ,dictionary
静か,しずか,quiet;peaceful
下,した,under;below;beneath
七,しち,seven
質問,しつもん,question;inquiry
自転車,じてんしゃ,bicycle
自動車,じどうしゃ,automobile
死ぬ,しぬ,to die
字引,じびき,dictionary
自分,じぶん,myself;oneself
閉まる,しまる,to close;to be closed
閉める,しめる,to close;to shut
締める,しめる,to tie;to fasten
,じゃ/じゃあ,well;well then
写真,しゃしん,photograph
,シャツ,shirt;singlet
,シャワー,shower
十,じゅう,ten
～中,～じゅう,during;while
～週間,～しゅうかん,～weeks
授業,じゅぎょう,lesson;class work
宿題,しゅくだい,homework
上手,じょうず,skill;skillful;dexterity
丈夫,じょうぶ,strong;solid;durable
,しょうゆ,soy sauce
食堂,しょくどう,cafeteria;dining hall
知る,しる,to know;to understand
白,しろ,white
白い,しろい,white
～人,～にん,counter for people
新聞,しんぶん,newspaper
水曜日,すいようび,Wednesday
吸う,すう,to smoke;to breathe in;to suck
,スカート,skirt
好き,すき,liking;fondness;love
,～すぎ,to exceed;～ too much
少ない,すくない,a few;scarce
,すぐ・に,immediately;instantly
少し,すこし,little;few
涼しい,すずしい,cool;refreshing
,～ずつ,at a time;gradually
,ストーブ,heater (lit: stove)
,スプーン,spoon
,スポーツ,sport
,ズボン,trousers (fr: jupon)
住む,すむ,to reside;to live in
,スリッパ,slippers
,する,to do;to try
座る,すわる,to sit
背,せい,height;stature
生徒,せいと,pupil
,セーター,sweater;jumper
石鹸,せっけん,soap
背広,せびろ,business suit
狭い,せまい,narrow;confined;small
,ゼロ,zero
千,せん,thousand;many
先月,せんげつ,last month
先週,せんしゅう,last week;the week before
先生,せんせい,teacher;master;doctor
洗濯,せんたく,washing;laundry
全部,ぜんぶ,all;entire;whole
,そう/そうです,appears;to be the case
掃除,そうじ（する）,cleaning;sweeping
,そうして/そして,and;like that
,そこ,that place;there
,そちら,over there
,そっち,over there
外,そと,outside; exterior
,その,that
,そば,near;close;beside
空,そら,sky
,それ,it;that
,それから,and then;after that
,それでは,in that situation;well then...
～台,～だい,counter for vehicles/machines
大学,だいがく,university
大使館,たいしかん,embassy
大丈夫,だいじょうぶ,safe;all right;O.K.
大好き,だいすき,very likeable;like very much
大切,たいせつ,important
台所,だいどころ,kitchen
,たいへん,very
,たいへん,difficult situation;tough situation
高い,たかい,tall;high
高い,たかい,expensive
,～だけ,only ～;just ～
,たくさん,many;a lot;much
,タクシー,taxi
出す,だす,to put out;to send
,～たち,plural suffix
立つ,たつ,to stand
,たて,length;height
建物,たてもの,building
楽しい,たのしい,enjoyable;fun
頼む,たのむ,to request;to ask
,たばこ,tobacco;cigarettes
,たぶん,perhaps;probably
食べ物,たべもの,food
食べる,たべる,to eat
卵,たまご,egg(s)
誰,だれ,who
誰か,だれか,someone;somebody
誕生日,たんじょうび,birthday
,だんだん,gradually;by degrees
小さい,ちいさい,small;little
小さな,ちいさな,small;little
近い,ちかい,near;close by;short
違う,ちがう,to differ (from)
近く,ちかく,near
地下鉄,ちかてつ,underground train;subway
地図,ちず,map
父,ちち,(one's own) father
茶色,ちゃいろ,brown
,ちゃわん,rice bowl
～中,～ちゅう,during;while ～ing
,ちょうど,just;right;exactly
,ちょっと,a little;somewhat
一日,ついたち,for one day;first of month
使う,つかう,to use
疲れる,つかれる,to get tired;to tire
次,つぎ,next
着く,つく,to arrive at;to reach
机,つくえ,desk
作る,つくる,to make;to create
,つける,to turn on (eg a light)
勤める,つとめる,to serve;to work (for)
,つまらない,insignificant;boring
冷たい,つめたい,cold (to the touch)
強い,つよい,strong;powerful
手,て,hand
,テープ,tape
,テープレコーダー,tape recorder
,テーブル,table
出かける,でかける,to depart;to go out
手紙,てがみ,letter
,できる,to be able to
出口,でぐち,exit
,テスト,test
,では,with that...
,デパート,department store
,でも,but;however
出る,でる,to appear;to leave
,テレビ,television;TV
天気,てんき,weather
電気,でんき,electricity;(electric) light
電車,でんしゃ,electric train
電話,でんわ,telephone
戸,と,door (Japanese style)
～度,～ど,counter for occurrences
,ドア,door (Western style)
,トイレ,toilet
,どう,how;in what way
,どうして,why?;for what reason
,どうぞ,please;kindly;by all means
動物,どうぶつ,animal
,どうも,thanks;very
十,とお,ten
遠い,とおい,far;distant
十日,とおか,ten days;the tenth (day of the month)
～時,～とき,at the time of ～
時々,ときどき,sometimes
時計,とけい,watch;clock
,どこ,where;what place
所,ところ,place
年,とし,year;age
図書館,としょかん,library
,どちら,which;which way
,どっち,which one;which way
,とても,very
,どなた,who
隣,となり,next to;next door to
,どの,which
飛ぶ,とぶ,to fly;to hop
止まる,とまる,to come to a halt
友達,ともだち,friend
土曜日,どようび,Saturday
鳥,とり,bird
とり肉,とりにく,chicken meat
取る,とる,to take
撮る,とる,to take (a photo)
,どれ,which (of three or more)
,どんな,what;what kind of
,ない,there isn't;doesn't have
,ナイフ,knife
中,なか,inside;middle;among
長い,ながい,long
,～ながら,while ~ing;during;although
鳴く,なく,to sing (bird);to make sound (animal)
無くす,なくす,to lose something
,なぜ,why
夏,なつ,summer
夏休み,なつやすみ,summer vacation;summer holiday
,～など,et cetera
七つ,ななつ,seven
何,なん/なに,what
七日,なのか,seven days;the seventh day (of the month)
名前,なまえ,name
習う,ならう,to learn
並ぶ,ならぶ,to line up;to stand in a line
並べる,ならべる,to line up;to set up
,なる,to become
何～,なん～,what sort of ～
二,に,two
,にぎやか,bustling;busy
肉,にく,meat
西,にし,west
～日,～にち,～ day of the month;for ～ days
日曜日,にちようび,Sunday
荷物,にもつ,luggage
,ニュース,news
庭,にわ,garden
～人,～にん,counter for people
脱ぐ,ぬぐ,to take off clothes
温い,ぬるい,lukewarm
,ネクタイ,tie;necktie
猫,ねこ,cat
寝る,ねる,to go to bed;to sleep
～年,～ねん,～ years
,ノート,notebook;exercise book
登る,のぼる,to climb
飲み物,のみもの,drink;beverage
飲む,のむ,to drink
乗る,のる,to get on;to ride in;to board
歯,は,tooth
,パーティー,party
,はい,yes
～杯,～はい,counter for cupfuls
灰皿,はいざら,ashtray
入る,はいる,to enter;to contain;to hold
葉書,はがき,postcard
,はく,to wear;to put on (trousers)
箱,はこ,box
橋,はし,bridge
,はし,chopsticks
始まる,はじまる,to begin
初め/始め,はじめ,beginning;start
初めて,はじめて,for the first time
走る,はしる,to run
,バス,bus
,バター,butter
二十歳,はたち,20 years old;20th year
働く,はたらく,to work
八,はち,eight
二十日,はつか,twenty days;twentieth (day of the month)
花,はな,flower
鼻,はな,nose
話,はなし,talk;story
話す,はなす,to speak
母,はは,(one's own) mother
早い,はやい,early
速い,はやい,quick;fast
春,はる,spring
貼る,はる,to stick;to paste
晴れ,はれ,clear weather
晴れる,はれる,to be sunny
半,はん,half
晩,ばん,evening
～番,～ばん,～st/th best
,パン,bread
,ハンカチ,handkerchief
番号,ばんごう,number
晩御飯,ばんごはん,dinner;evening meal
半分,はんぶん,half
東,ひがし,east
～匹,～ひき,counter for small animals
引く,ひく,to pull
弾く,ひく,to play (piano; guitar)
低い,ひくい,short;low
飛行機,ひこうき,aeroplane;airplane
左,ひだり,left hand side
人,ひと,man;person
一つ,ひとつ,one
一月,ひとつき,one month
一人,ひとり,one person
暇,ひま,free time;leisure
百,ひゃく,100;hundred
病院,びょういん,hospital
病気,びょうき,illness;disease;sickness
平仮名,ひらがな,hiragana
昼,ひる,noon;daytime
昼御飯,ひるごはん,lunch;midday meal
広い,ひろい,spacious;wide
,フィルム,film (roll of)
封筒,ふうとう,envelope
,プール,swimming pool
,フォーク,fork
吹く,ふく,to blow (wind; etc)
服,ふく,clothes
二つ,ふたつ,two
豚肉,ぶたにく,pork
二人,ふたり,two people
二日,ふつか,second day of the month;two days
太い,ふとい,fat;thick
冬,ふゆ,winter
降る,ふる,to precipitate;to fall (e.g. rain)
古い,ふるい,old (not person);aged;ancient
,ふろ,bath
～分,～ふん,～minutes
文章,ぶんしょう,sentence;text
,ページ,page
下手,へた,unskillful;poor
,ベッド,bed
,ペット,pet
部屋,へや,room
辺,へん,area;vicinity
,ペン,pen
勉強,べんきょう（する）,study;diligence
便利,べんり,convenient;handy
,ほう,way
帽子,ぼうし,hat
,ボールペン,ball-point pen
外,ほか,other place;the rest
,ポケット,pocket
欲しい,ほしい,want;in need of;desire
,ポスト,post
細い,ほそい,thin;slender;fine
,ボタン,button
,ホテル,hotel
本,ほん,book
～本,～ほん,counter for long cylindrical things
本棚,ほんだな,bookshelves
,ほんとう,reality;truth
～枚,～まい,counter for flat things
毎朝,まいあさ,every morning
毎月,まいげつ/まいつき,every month;monthly
毎週,まいしゅう,every week
毎日,まいにち,every day
毎年,まいねん/まいとし,every year;annually
毎晩,まいばん,every night
前,まえ,before;in front
～前,～まえ,in front of ～
曲る,まがる,to turn;to bend
,まずい,unappetising;unpleasant (taste)
,また,again;and
,まだ,yet;still;besides
町,まち,town;city
待つ,まつ,to wait
,まっすぐ,straight (ahead);direct
,マッチ,match
窓,まど,window
丸い/円い,まるい,round;circular
万,まん,ten thousand;everything
万年筆,まんねんひつ,fountain pen
磨く,みがく,to brush (teeth)
右,みぎ,right hand side
短い,みじかい,short
水,みず,water
店,みせ,store;shop;establishment
見せる,みせる,to show;to display
道,みち,road;street
三日,みっか,three days;the third day (of the month)
三つ,みっつ,three
緑,みどり,green
皆さん,みなさん,everyone
南,みなみ,South;proceeding south
耳,みみ,ear
見る,みる,to see;to watch
,みんな,all;everyone;everybody
六日,むいか,six days;sixth (day of month)
向こう,むこう,beyond;over there
難しい,むずかしい,difficult
六つ,むっつ,six
村,むら,village
目,め,eye;eyeball
,メートル,metre;meter
眼鏡,めがね,spectacles;glasses
,もう,already
,もう,again
木曜日,もくようび,Thursday
,もしもし,hello (on phone)
持つ,もつ,(1) to hold;to carry;(2) to possess
,もっと,more;longer;farther
物,もの,thing;object
門,もん,gate
問題,もんだい,problem;question
屋,～や,～ shop
八百屋,やおや,greengrocer
野菜,やさい,vegetable
易しい,やさしい,easy;plain;simple
安い,やすい,cheap;inexpensive
休み,やすみ,rest;vacation;holiday
休む,やすむ,to rest;to have a break;to take a day off
八つ,やっつ,eight
山,やま,mountain
,やる,to do
夕方,ゆうがた,evening
夕飯,ゆうはん,dinner
郵便局,ゆうびんきょく,post office
昨夜,ゆうべ,last night
有名,ゆうめい,famous
雪,ゆき,snow
,ゆっくり・と,slowly;at ease
八日,ようか,eight days;the eighth (day of the month)
洋服,ようふく,Western-style clothes
,よく,frequently;often
,よく,well;skillfully
横,よこ,beside;side;width
四日,よっか,(1) 4th day of month;(2) four days
四つ,よっつ,four
呼ぶ,よぶ,to call out;to invite
読む,よむ,to read
夜,よる,evening;night
弱い,よわい,weak;feable
来月,らいげつ,next month
来週,らいしゅう,next week
来年,らいねん,next year
,ラジオ,radio
,ラジカセ,radio cassette player
,りっぱ,splendid;fine
留学生,りゅうがくせい,overseas student
両親,りょうしん,parents;both parents
料理,りょうり,cooking;cuisine
旅行,りょこう,travel;trip
零,れい,zero;nought
冷蔵庫,れいぞうこ,refrigerator
,レコード,record
,レストラン,restaurant
練習,れんしゅう（する）,(to) practice
廊下,ろうか,corridor
六,ろく,six
,ワイシャツ,shirt (lit: white shirt);business shirt
若い,わかい,young
分かる,わかる,to understand
忘れる,わすれる,to forget
私,わたし,I;myself
私,わたくし,I;myself
渡す,わたす,to pass over;to hand over
渡る,わたる,to cross over;to go across
悪い,わるい,bad;inferior
,あ,Ah
,ああ,like that;that way
,あいさつ・する,greeting
間,あいだ,space;interval
合う,あう,to fit;to match
,あかちゃん,baby;infant
上がる,あがる,to rise;to go up
赤ん坊,あかんぼう,baby
空く,あく,to open;to become empty
,アクセサリー,accessory
,あげる,to give
浅い,あさい,shallow;superficial
味,あじ,flavor;taste
,アジア,Asia
明日,あす,tomorrow
遊び,あそび,play
集る,あつまる,to gather;to collect
集める,あつめる,to collect;to assemble
,アナウンサー,announcer
,アフリカ,Africa
,アメリカ,America
謝る,あやまる,to apologize
,アルコール,alcohol
,アルバイト,part-time job
安心,あんしん,peace of mind;relief
安全,あんぜん,safety;security
,あんな,such;like that
案内,あんない・する,information;guidance
以下,いか,less than;below
以外,いがい,with the exception of;excepting
医学,いがく,medical science
生きる,いきる,to live;to exist
,いくら～ても,however much one may ～
意見,いけん,opinion;view
石,いし,stone
,いじめる,to tease;to torment
以上,いじょう,more than;this is all
急ぐ,いそぐ,to hurry;to rush
致す,いたす,(hum) to do
,いただく,to receive;to take food or drink (hum)
一度,いちど,once;one time
一生懸命,いっしょうけんめい,as well as one can;with utmost effort
,いっぱい,full;to the utmost
糸,いと,thread
以内,いない,within;inside of
田舎,いなか,rural;countryside
祈る,いのる,to pray;to wish
,いらっしゃる,(hon) to be;to come;to go
～員,～いん,member of ～
植える,うえる,to plant;to grow
,うかがう,to visit
,うかがう,to ask
受付,うけつけ,reception (desk);information ガス
受ける,うける,to take (lesson; test);to undergo
動く,うごく,to move
,うそ,lie
,うち,within
打つ,うつ,to hit;to strike
美しい,うつくしい,beautiful;lovely
写す,うつす,copy;to photograph;to film
移る,うつる,to move (house);to transfer (department)
腕,うで,arm
,うまい,delicious
裏,うら,reverse side;wrong side;back
売り場,うりば,place where things are sold
,うれしい,happy;glad
,うん,yes (informal);alright
運転手,うんてんしゅ,driver;chauffeur
運転,うんてん・する,driving
運動,うんどう・する,exercise
,エスカレーター,escalator
枝,えだ,branch;twig
選ぶ,えらぶ,to choose;to select
遠慮,えんりょ・する,restraint;reserve
,おいでになる,(hon)to be
お祝い,おいわい,congratulation;celebration
,オートバイ,motorcycle (lit: auto-bi(ke))
,オーバー,overcoat
,おかげ,thanks or owing to
,おかしい,strange;funny
,～おき,after every ～
億,おく,100;000;000;hundred million
屋上,おくじょう,rooftop
贈り物,おくりもの,present;gift
送る,おくる,to send (a thing);to dispatch
遅れる,おくれる,to be late;to be delayed
お子さん,おこさん,(someone else's) child
起こす,おこす,to wake someone
行う,おこなう,to perform; to do; to carry out
怒る,おこる,to get angry;to be angry
押し入れ,おしいれ,closet
お嬢さん,おじょうさん,(1) (hon) daughter;(2) young lady
お宅,おたく,(pol) your house;your home
落ちる,おちる,to fall;to drop
,おっしゃる,(hon) to say;to speak
夫,おっと,husband
,おつり,change (money);balance
音,おと,sound;note
落す,おとす,to drop;to lose
踊り,おどり,dance
踊る,おどる,to dance
驚く,おどろく,to be surprised;to be astonished
お祭り,おまつり,festival
お見舞い,おみまい,calling on someone who is ill;enquiry
お土産,おみやげ,souvenir
思い出す,おもいだす,to recall;to remember
思う,おもう,to think;to feel
,おもちゃ,toy
表,おもて,the front;surface;exterior
親,おや,parents
下りる,おりる,to descend a mountain;to (descend) go down stairs
,おる,to be (polite version of いる)
折る,おる,to break;to fold;to pick a flower
お礼,おれい,thanking;expression of gratitude
折れる,おれる,to break;to be folded;to give in;to turn (a corner)
終わり,おわり,the end
,～おわる,end of ～
～家,～か,professional ～
,カーテン,curtain
～会,～かい,～ meeting
海岸,かいがん,coast;beach
会議,かいぎ,meeting;conference
会議室,かいぎしつ,conference room
会場,かいじょう,assembly hall;meeting place;the grounds
会話,かいわ,conversation
帰り,かえり,return;coming back
変える,かえる,to change;to alter;to vary
科学,かがく,science
鏡,かがみ,mirror
～学部,～がくぶ,department of a university
掛ける,かける,to hang;to put on (eg wall)
,かける,to sit down
,かける,to begin to
飾る,かざる,to decorate;to ornament;to adorn
火事,かじ,fire
,ガス,gas
,ガソリン,gasoline;petrol
,ガソリンスタンド,gasoline stand;gas station;petrol station
方,かた,way of doing
堅/硬/固い,かたい,solid;hard;firm
形,かたち,shape
片付ける,かたづける,to tidy up;to put in order;to put away
課長,かちょう,section manager
勝つ,かつ,to win;to gain victory
,かっこう,appearance;manner
家内,かない,housewife
悲しい,かなしい,sad;sorrowful
必ず,かならず,certainly;necessarily;invariably
お・金持ち,かねもち/おかねもち,rich man
彼女,かのじょ,she;girl-friend
壁,かべ,wall
,かまう,to mind;to care about
髪,かみ,hair
噛む,かむ,to bite;to chew
通う,かよう,(1) to go back and forth;(2) to commute
,ガラス,glass;pane
彼,かれ,he;boyfriend
彼ら,かれら,they (usually male)
乾く,かわく,to get dry
代わり,かわり,substitute;alternate
変わる,かわる,to change;to be transformed;to vary
考える,かんがえる,to consider
関係,かんけい,relation;connection
看護婦,かんごふ,(female) nurse
簡単,かんたん,simple
頑張る,がんばる,to try one's best;to persist
気,き,spirit;mood
機会,きかい,chance;opportunity
危険,きけん,danger;peril;hazard
聞こえる,きこえる,to be heard;to be audible
汽車,きしゃ,train (steam)
技術,ぎじゅつ,art;technique;technology;skill
季節,きせつ,season
規則,きそく,rule;regulations
,きっと,surely;definitely
絹,きぬ,silk
厳しい,きびしい,strict
気分,きぶん,feeling;mood
決る,きまる,to be decided;to be settled
君,きみ,You (masculine term for female)
決める,きめる,to decide
気持ち,きもち,feeling;sensation;mood
着物,きもの,kimono
客,きゃく,guest;customer
急,きゅう,(1) urgent;sudden;(2) steep
急行,きゅうこう,express (eg train that bypasses stations)
教育,きょういく,training;education
教会,きょうかい,church
競争,きょうそう,competition;contest
興味,きょうみ,interest (in something)
近所,きんじょ,neighbourhood
～区,～く,district ～
具合,ぐあい,condition;state;health
空気,くうき,air;atmosphere
空港,くうこう,airport
草,くさ,grass
,くださる,(hon) to give;to confer
首,くび,neck
雲,くも,cloud
比べる,くらべる,to compare
,くれる,to give;to do for
暮れる,くれる,to get dark;to come to an end
～君,～くん,Mr (junior) ～;master ～
毛,け,hair
毛,け,fur
計画,けいかく・する,plan;project;schedule
経験,けいけん・する,experience
経済,けいざい,economics;finance;economy
警察,けいさつ,police
,けが・する,injury (to animate object);hurt
,ケーキ,cake
景色,けしき,scenery;scene;landscape
消しゴム,けしゴム,eraser
下宿,げしゅく,boarding;lodging;boarding house
決して,けっして,never
,けれど/けれども,but;however
～軒,～けん,counter for houses
原因,げんいん,cause;origin;source
,けんか・する,quarrel
玄関,げんかん,entrance way (in Japanese house)
研究,けんきゅう,study;research;investigation
研究室,けんきゅうしつ,study room;laboratory
見物,けんぶつ,a sight;an attraction
子,こ,child
御～,ご～,honourable ～
,こう,like this;this way
郊外,こうがい,suburb;outskirts
講義,こうぎ,lecture
工業,こうぎょう,(manufacturing) industry
高校/高等学校,こうこう/こうとうがっこう,high school/senior high school
高校生,こうこうせい,high school student
工場,こうじょう,factory
校長,こうちょう,principal;headmaster
交通,こうつう,traffic;transportation
講堂,こうどう,auditorium
公務員,こうむいん,government worker;public servant
国際,こくさい,international
心,こころ,core;heart
,～ございます,to be (polite);to exist
ご主人,ごしゅじん,your husband;her husband
故障,こしょう・する,break-down
ご存じ,ごぞんじ,knowing;acquaintance
答,こたえ,answer;response
,ごちそう,feast;treating (someone)
,こっち,(1) this person;(2) this direction;(3) this side;(4) thereafter
,こと,thing;matter;fact
小鳥,ことり,small bird
,このあいだ,the other day;recently
,このごろ,these days;nowadays
細かい,こまかい,(1) small;(2) fine;minute
,ごみ,rubbish;trash;garbage
込む,こむ,to be crowded
米,こめ,uncooked rice
,ごらんになる,(hon) to see
,これから,after this
怖い,こわい,scary;frightening
壊す,こわす,to break;to break down
壊れる,こわれる,to be broken;to break
,コンサート,concert
今度,こんど,now;next time
,コンピュータ/コンピューター,computer
今夜,こんや,this evening;tonight
最近,さいきん,latest;most recent;nowadays
最後,さいご,last;end;conclusion
最初,さいしょ,beginning;first
坂,さか,slope;hill
探す,さがす,to search;to seek;to look for
下る,さがる,to get down;to descend
盛ん,さかん,popularity;prosperous
下げる,さげる,to hang;to lower;to move back
差し上げる,さしあげる,(polite) to give;to offer
,さっき,some time ago
寂しい,さびしい,lonely;lonesome
～様,～さま,Mr or Mrs ～
さ来月,さらいげつ,the month after next
さ来週,さらいしゅう,the week after next
,サラダ,salad
騒ぐ,さわぐ,to make noise;to clamor;to be excited
触る,さわる,to touch;to feel
産業,さんぎょう,industry
